unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,descriptor_2,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,facility_type,status,due_date,resolution_description,resolution_action_updated_date,community_board,council_district,police_precinct,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,vehicle_type,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,latitude,longitude,location
62132068,2024-08-15T12:02:53.000,2024-08-16T09:48:31.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Not Cleaned by Property Owner,Yard,11414.0,97-16 159 AVENUE,159 AVENUE,97 STREET,98 STREET,97 STREET,98 STREET,ADDRESS,HOWARD BEACH,159 AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,2024-08-16T09:48:35.000,10 QUEENS,32.0,Precinct 106,4141770008.0,QUEENS,1029786.0,179680.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.65973971278566,-73.83587561873229,POINT (-73.835875618732 40.659739712786)
62131327,2024-08-15T12:03:00.000,2024-08-22T08:52:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,Location Type: Park,,10452.0,JOYCE KILMER PARK,JOYCE KILMER PARK,161 ST E,164 ST E,,,PLACENAME,BRONX,,,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2024-08-22T08:52:00.000,04 BRONX,16.0,Precinct 44,2024690001.0,BRONX,1005593.0,241099.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.82841075207695,-73.92287893816902,POINT (-73.922878938169 40.828410752077)
62130595,2024-08-15T12:03:00.000,2024-08-15T12:18:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,,Street,11229.0,1774 BURNETT STREET,BURNETT STREET,QUENTIN ROAD,AVENUE R,,,ADDRESS,BROOKLYN,,,Closed,,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2024-08-15T12:00:00.000,15 BROOKLYN,46.0,Precinct 61,3068160029.0,BROOKLYN,1000514.0,161429.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.609746760461015,-73.94142395859923,POINT (-73.941423958599 40.609746760461)
62137011,2024-08-15T12:03:13.000,2025-03-02T20:24:54.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Free Repair,Street,11230.0,1134 EAST   13 STREET,EAST   13 STREET,AVENUE K,AVENUE L,AVENUE K,AVENUE L,ADDRESS,BROOKLYN,EAST   13 STREET,,Closed,,"NYC Parks inspected and determined this site does not rate high enough to be repaired by NYC Parks at this time.   We understand conditions may become worse over time. In three years, you may submit a service request via 311, the Parks website, or NYC Tree Map for a new inspection.   You can repair the sidewalk yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website.",2025-03-02T20:24:58.000,14 BROOKLYN,44.0,Precinct 70,3067230020.0,BROOKLYN,994625.0,165760.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62164331007389,-73.96262698473238,POINT (-73.962626984732 40.621643310074)
62132665,2024-08-15T12:03:14.000,2024-08-15T18:50:56.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,,Street/Sidewalk,10460.0,932 EAST  173 STREET,EAST  173 STREET,SOUTHERN BOULEVARD,HOE AVENUE,SOUTHERN BOULEVARD,HOE AVENUE,ADDRESS,BRONX,EAST  173 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,2024-08-15T18:51:00.000,03 BRONX,17.0,Precinct 42,2029820027.0,BRONX,1015192.0,243694.0,MOBILE,Unspecified,BRONX,,,,,,,,40.835504863783285,-73.88818185441696,POINT (-73.888181854417 40.835504863783)
62133699,2024-08-15T12:03:17.000,2024-08-15T20:23:00.000,DOT,Department of Transportation,Street Condition,Pothole,,,11358.0,29 AVENUE,29 AVENUE,163 STREET,164 STREET,,,BLOCKFACE,QUEENS,,,Closed,,The Department of Transportation inspected this complaint and did not find the reported problem.,2024-08-15T20:23:00.000,07 QUEENS,,Precinct 109,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,,,,,,,
62129499,2024-08-15T12:03:19.000,2024-08-15T12:28:26.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,,Street/Sidewalk,11217.0,699 PACIFIC STREET,PACIFIC STREET,6 AVENUE,CARLTON AVENUE,6 AVENUE,CARLTON AVENUE,ADDRESS,BROOKLYN,PACIFIC STREET,,Closed,,This complaint does not fall under the Police Department's jurisdiction.,2024-08-15T12:28:30.000,02 BROOKLYN,35.0,Precinct 78,,BROOKLYN,991752.0,187774.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.68206984089696,-73.97295167116975,POINT (-73.97295167117 40.682069840897)
62128117,2024-08-15T12:03:30.000,2025-01-11T19:32:39.000,DOHMH,Department of Health and Mental Hygiene,Smoking or Vaping,Allowed in Smoke Free Area,Smoking Ban Not Enforced,Residential Building,11233.0,1592 EASTERN PARKWAY,EASTERN PARKWAY,STERLING PLACE,PARK PLACE,STERLING PLACE,PARK PLACE,ADDRESS,BROOKLYN,EASTERN PARKWAY,,Closed,,"The NYC Health Department has responded to your service request. For inspection results, please call (212) 676-1600 or email infobfscs@health.nyc.gov to request an inspection report. This service request has been closed.",2025-01-11T19:32:43.000,16 BROOKLYN,41.0,Precinct 73,3014680047.0,BROOKLYN,1007586.0,183805.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6711482545526,-73.9158762290486,POINT (-73.915876229049 40.671148254553)
62131211,2024-08-15T12:03:38.000,2024-08-15T12:05:15.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,,Residential Building/House,11201.0,177 SANDS STREET,SANDS STREET,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,ADDRESS,BROOKLYN,SANDS STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2024-08-15T12:05:19.000,02 BROOKLYN,35.0,Precinct 84,3000680001.0,BROOKLYN,988793.0,194233.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.699800319891985,-73.98361593748928,POINT (-73.983615937489 40.699800319892)
62136240,2024-08-15T12:03:47.000,2024-08-15T22:51:26.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,,Residential Building/House,10462.0,7 METROPOLITAN OVAL,METROPOLITAN OVAL,,METROPOLITAN AVENUE,,METROPOLITAN AVENUE,ADDRESS,BRONX,METROPOLITAN OVAL,,Closed,,This complaint does not fall under the Police Department's jurisdiction.,2024-08-15T22:51:30.000,09 BRONX,18.0,Precinct 43,2039447501.0,BRONX,1023016.0,244916.0,ONLINE,Unspecified,BRONX,,,,,,,,40.838828017185385,-73.85990047735729,POINT (-73.859900477357 40.838828017185)
62132482,2024-08-15T12:04:00.000,2024-08-16T14:39:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,Location Type: Intersection,,11204.0,1748 49 STREET,49 STREET,18 AVE,OLD NEW UTRECHT RD,49 STREET,18 AVENUE,INTERSECTION,BROOKLYN,,,Closed,,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2024-08-16T14:39:00.000,12 BROOKLYN,44.0,Precinct 66,3054550027.0,BROOKLYN,989524.0,168187.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.62830942128033,-73.98100000334279,POINT (-73.981000003343 40.62830942128)
62149535,2024-08-15T12:04:00.000,2024-08-17T22:41:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,,Street,11237.0,1300 METROPOLITAN AVENUE,METROPOLITAN AVENUE,GARDNER AVENUE,SCOTT AVENUE,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2024-08-17T12:00:00.000,01 BROOKLYN,34.0,Precinct 90,3029530001.0,BROOKLYN,1004860.0,199420.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.71401457064051,-73.92565538673568,POINT (-73.925655386736 40.714014570641)
62131637,2024-08-15T12:04:01.000,2024-08-30T09:58:25.000,DOT,Department of Transportation,Curb Condition,Broken Curb,4 + Residential Units/Commercial,Sidewalk,10036.0,522 FIFTH AVENUE,FIFTH AVENUE,EAST   43 STREET,EAST   44 STREET,EAST   43 STREET,EAST   44 STREET,ADDRESS,NEW YORK,5 AVENUE,,Closed,,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",2024-08-30T09:58:28.000,05 MANHATTAN,4.0,Precinct 14,1012597502.0,MANHATTAN,989751.0,214167.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.75451374798407,-73.98014467168665,POINT (-73.980144671687 40.754513747984)
62129479,2024-08-15T12:04:09.000,2024-08-15T18:09:06.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,,Street/Sidewalk,11235.0,2803 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,GERALD COURT,KATHLEEN PLACE,GERALD COURT,KATHLEEN PLACE,ADDRESS,BROOKLYN,CONEY ISLAND AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2024-08-15T18:09:10.000,15 BROOKLYN,48.0,Precinct 61,3074300053.0,BROOKLYN,995245.0,153600.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.588265846434155,-73.96041340492431,POINT (-73.960413404924 40.588265846434)
62134767,2024-08-15T12:04:10.000,2024-08-15T12:43:41.000,NYPD,New York City Police Department,Blocked Driveway,No Access,,Street/Sidewalk,10026.0,316 WEST  118 STREET,WEST  118 STREET,FREDERICK DOUGLASS BOULEVARD,MANHATTAN AVENUE,FREDERICK DOUGLASS BOULEVARD,MANHATTAN AVENUE,ADDRESS,NEW YORK,WEST  118 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,2024-08-15T12:43:44.000,10 MANHATTAN,9.0,Precinct 28,1019440043.0,MANHATTAN,996689.0,232924.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80598970271931,-73.95506790697557,POINT (-73.955067906976 40.805989702719)
62133720,2024-08-15T12:04:10.000,2024-08-15T12:05:04.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,,Residential Building/House,11201.0,177 SANDS STREET,SANDS STREET,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,ADDRESS,BROOKLYN,SANDS STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2024-08-15T12:05:08.000,02 BROOKLYN,35.0,Precinct 84,3000680001.0,BROOKLYN,988793.0,194233.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.699800319891985,-73.98361593748928,POINT (-73.983615937489 40.699800319892)
62137496,2024-08-15T12:04:17.000,2024-08-16T13:31:04.000,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Sidewalk,Sidewalk,11377.0,41-18 50 STREET,50 STREET,SKILLMAN AVENUE,43 AVENUE,SKILLMAN AVENUE,43 AVENUE,ADDRESS,WOODSIDE,50 STREET,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,2024-08-16T11:34:00.000,02 QUEENS,26.0,Precinct 108,4001340037.0,QUEENS,1007978.0,211029.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.74587060777635,-73.91436717334558,POINT (-73.914367173346 40.745870607776)
62130648,2024-08-15T12:04:26.000,2024-08-15T12:06:15.000,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",,Street,10013.0,80 NORTH MOORE STREET,NORTH MOORE STREET,GREENWICH STREET,WEST STREET,GREENWICH STREET,WEST STREET,ADDRESS,NEW YORK,NORTH MOORE STREET,,Closed,,The Department of Transportation inspected the condition you reported and determined that it requires general maintenance. The details have been processed into another system and it is expected to be repaired in a future project.,2024-08-15T12:06:19.000,01 MANHATTAN,1.0,Precinct 1,1001420025.0,MANHATTAN,981325.0,201645.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.720145184054054,-74.01055206071095,POINT (-74.010552060711 40.720145184054)
62137035,2024-08-15T12:04:33.000,2024-08-15T18:18:16.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,,Street/Sidewalk,11207.0,1785 LINDEN BOULEVARD,LINDEN BOULEVARD,HINSDALE STREET,WILLIAMS AVENUE,HINSDALE STREET,WILLIAMS AVENUE,ADDRESS,BROOKLYN,LINDEN BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,2024-08-15T18:18:20.000,05 BROOKLYN,42.0,Precinct 75,3038670069.0,BROOKLYN,1012937.0,178927.0,PHONE,Unspecified,BROOKLYN,SUV,,,,,,,40.657743513199456,-73.8966072211535,POINT (-73.896607221153 40.657743513199)
62137114,2024-08-15T12:04:37.000,2024-08-20T12:02:27.000,DOT,Department of Transportation,Curb Condition,Broken Curb,1-3 Residential Units,Sidewalk,11209.0,521 80 STREET,80 STREET,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,80 STREET,,Closed,,"The Department of Transportation will inspect the condition to determine if the location can be added to a curb contract (3-5 years). The property owner will be notified if there are sidewalk defects. Property owners are responsible for repairing and installing sidewalks adjoining their property, according to Section 19-152 of the NYC Administrative Code. Community Boards and elected officials may contribute funding for curb, affecting timeframe for construction.",2024-08-20T12:02:31.000,10 BROOKLYN,47.0,Precinct 68,3059810074.0,BROOKLYN,977801.0,167066.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62523173447138,-74.02323195462891,POINT (-74.023231954629 40.625231734471)
62128333,2024-08-15T12:04:41.000,2024-08-15T12:46:12.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,,Street/Sidewalk,10012.0,11 EAST HOUSTON STREET,EAST HOUSTON STREET,BROADWAY,CROSBY STREET,BROADWAY,CROSBY STREET,ADDRESS,NEW YORK,EAST HOUSTON STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,2024-08-15T12:46:14.000,02 MANHATTAN,1.0,Precinct 5,1005110019.0,MANHATTAN,985282.0,203524.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72530300790088,-73.99627672839347,POINT (-73.996276728393 40.725303007901)
62133965,2024-08-15T12:04:44.000,2024-08-20T15:47:21.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,LOCK BROKEN OR MISSING,RESIDENTIAL BUILDING,10314.0,1290 RICHMOND AVENUE,RICHMOND AVENUE,,,,,ADDRESS,STATEN ISLAND,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2024-08-20T00:00:00.000,01 STATEN ISLAND,49.0,Precinct 121,5016440074.0,STATEN ISLAND,940837.0,164103.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.61699490686891,-74.15637229291762,POINT (-74.156372292918 40.616994906869)
62134760,2024-08-15T12:05:00.000,2024-08-16T08:30:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),SJ,,11229.0,1819 EAST   16 STREET,EAST   16 STREET,AVENUE R,MOORE PL,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2024-08-16T08:30:00.000,15 BROOKLYN,48.0,Precinct 61,3068210179.0,BROOKLYN,996280.0,159838.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.60538655134568,-73.95667586490549,POINT (-73.956675864905 40.605386551346)
62129381,2024-08-15T12:05:20.000,2024-08-15T18:18:34.000,NYPD,New York City Police Department,Encampment,,,Residential Building/House,11207.0,DUMONT AVENUE,DUMONT AVENUE,DUMONT AVENUE,SNEDIKER AVENUE,DUMONT AVENUE,SNEDIKER AVENUE,INTERSECTION,,,,Closed,,The Police Department visited the location and no Encampment was found.,2024-08-15T18:18:37.000,05 BROOKLYN,42.0,Precinct 75,,BROOKLYN,1011993.0,181742.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66547306967481,-73.89999797063118,POINT (-73.899997970631 40.665473069675)
62131047,2024-08-15T12:05:23.000,2024-08-20T05:14:20.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Littering,Sidewalk,11217.0,699 PACIFIC STREET,PACIFIC STREET,6 AVENUE,CARLTON AVENUE,6 AVENUE,CARLTON AVENUE,ADDRESS,BROOKLYN,PACIFIC STREET,,Closed,,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2024-08-20T05:14:27.000,02 BROOKLYN,35.0,Precinct 78,,BROOKLYN,991752.0,187774.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.68206984089696,-73.97295167116975,POINT (-73.97295167117 40.682069840897)
62137886,2024-08-15T12:05:25.000,2024-08-15T12:43:05.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,10026.0,123 WEST  112 STREET,WEST  112 STREET,ST NICHOLAS AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ST NICHOLAS AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST  112 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2024-08-15T12:43:09.000,10 MANHATTAN,9.0,Precinct 28,1018220015.0,MANHATTAN,997243.0,230782.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.8001097039676,-73.95307089651757,POINT (-73.953070896518 40.800109703968)
62129200,2024-08-15T12:05:42.000,2024-09-13T07:38:02.000,DPR,Department of Parks and Recreation,Illegal Tree Damage,Branches Damaged,,Street,10024.0,225 WEST   83 STREET,WEST   83 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST   83 STREET,,Closed,,"The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond.  Please submit a new Service Request with adequate site details, including a full street address and descriptive location information.",2024-09-13T07:38:06.000,07 MANHATTAN,6.0,Precinct 20,1012317501.0,MANHATTAN,990478.0,225711.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.78619853703055,-73.97750993775612,POINT (-73.977509937756 40.786198537031)
62134999,2024-08-15T12:05:42.000,2024-08-15T20:47:26.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,10034.0,235 SEAMAN AVENUE,SEAMAN AVENUE,WEST  214 STREET,WEST  215 STREET,WEST  214 STREET,WEST  215 STREET,ADDRESS,NEW YORK,SEAMAN AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2024-08-15T20:47:29.000,12 MANHATTAN,10.0,Precinct 34,1022430358.0,MANHATTAN,1006730.0,256749.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.87136253230875,-73.91871801754282,POINT (-73.918718017543 40.871362532309)
62133339,2024-08-15T12:05:58.000,2024-08-15T14:01:51.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,In Prohibited Area,Street,11208.0,2688 PITKIN AVENUE,PITKIN AVENUE,CHESTNUT STREET,DOSCHER STREET,CHESTNUT STREET,DOSCHER STREET,ADDRESS,BROOKLYN,PITKIN AVENUE,,Closed,,,2024-08-15T14:01:56.000,05 BROOKLYN,42.0,Precinct 75,,BROOKLYN,1019494.0,185313.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.67524797427397,-73.87294133431126,POINT (-73.872941334311 40.675247974274)
62133719,2024-08-15T12:06:04.000,2024-08-15T12:07:26.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,,Residential Building/House,11249.0,75 WILSON STREET,WILSON STREET,WYTHE PLACE,BEDFORD AVENUE,WYTHE PLACE,BEDFORD AVENUE,ADDRESS,BROOKLYN,WILSON STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2024-08-15T12:07:29.000,01 BROOKLYN,34.0,Precinct 90,3021760001.0,BROOKLYN,994234.0,195909.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.704396080630595,-73.96399080765072,POINT (-73.963990807651 40.704396080631)
62137167,2024-08-15T12:06:10.000,2024-08-22T06:22:41.000,DOT,Department of Transportation,Street Sign - Damaged,"No Parking, Standing, Stopping",,Street,11230.0,1248 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,LIRR BAY RIDGE LINE,AVENUE I,LIRR BAY RIDGE LINE,AVENUE I,ADDRESS,BROOKLYN,CONEY ISLAND AVENUE,,Closed,,The Department of Transportation has completed the request or corrected the condition.,2024-08-22T06:22:45.000,12 BROOKLYN,45.0,Precinct 66,3065130044.0,BROOKLYN,993776.0,167855.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62739459934474,-73.96568231124944,POINT (-73.965682311249 40.627394599345)
62133344,2024-08-15T12:06:10.000,2025-01-09T00:00:00.000,DSNY,Department of Sanitation,Lot Condition,Trash,,Lot,11433.0,112-32 177 STREET,177 STREET,112 AVENUE,MURDOCK AVENUE,112 AVENUE,MURDOCK AVENUE,ADDRESS,JAMAICA,177 STREET,,Closed,,,2025-01-09T00:00:00.000,12 QUEENS,27.0,Precinct 113,4102990052.0,QUEENS,1046765.0,192783.0,PHONE,Unspecified,QUEENS,,,,,,,,40.69560077024702,-73.77455727999163,POINT (-73.774557279992 40.695600770247)
62132290,2024-08-15T12:06:30.000,2024-08-15T14:14:05.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,,Street/Sidewalk,11212.0,LOTT AVENUE,LOTT AVENUE,LOTT AVENUE,STRAUSS STREET,LOTT AVENUE,STRAUSS STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2024-08-15T14:14:10.000,16 BROOKLYN,42.0,Precinct 73,,BROOKLYN,1008294.0,178691.0,ONLINE,Unspecified,BROOKLYN,Other,,,,,,,40.65710957004307,-73.91334220451655,POINT (-73.913342204517 40.657109570043)
62135653,2024-08-15T12:06:42.000,2024-08-17T11:36:51.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Dismiss Violation Owner Fixed,Sidewalk,11219.0,6202 12 AVENUE,12 AVENUE,62 STREET,TABOR COURT,62 STREET,TABOR COURT,ADDRESS,BROOKLYN,12 AVENUE,,Closed,,A sidewalk dismissal inspection (work done by owner) has been scheduled. Department of Transportation is in direct contact with the responsible party.,2024-08-17T11:36:54.000,10 BROOKLYN,43.0,Precinct 68,3057310039.0,BROOKLYN,983690.0,168424.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62896148858994,-74.00201746340579,POINT (-74.002017463406 40.62896148859)
62135234,2024-08-15T12:06:43.000,2024-08-15T14:01:42.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Unlicensed,Street,10021.0,900 MADISON AVENUE,MADISON AVENUE,EAST   72 STREET,EAST   73 STREET,EAST   72 STREET,EAST   73 STREET,ADDRESS,NEW YORK,MADISON AVENUE,,Closed,,,2024-08-15T14:01:45.000,08 MANHATTAN,4.0,Precinct 19,1013870056.0,MANHATTAN,993877.0,220562.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.77206284439399,-73.965243115785,POINT (-73.965243115785 40.772062844394)
62128709,2024-08-15T12:06:50.000,2024-08-29T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,,10458.0,2454 TIEBOUT AVENUE,TIEBOUT AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2024-08-29T00:00:00.000,05 BRONX,15.0,Precinct 46,2030220058.0,BRONX,1013173.0,252823.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.86056810126927,-73.89543872667674,POINT (-73.895438726677 40.860568101269)
62137433,2024-08-15T12:07:09.000,2024-08-15T21:16:55.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,,Street/Sidewalk,10456.0,1362 GRAND CONCOURSE,GRAND CONCOURSE,MARCY PLACE,ELLIOT PLACE,MARCY PLACE,ELLIOT PLACE,ADDRESS,BRONX,GRAND CONCOURSE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2024-08-15T21:17:00.000,04 BRONX,16.0,Precinct 44,2028310040.0,BRONX,1007912.0,244529.0,ONLINE,Unspecified,BRONX,Other,,,,,,,40.837819201762,-73.91448734071129,POINT (-73.914487340711 40.837819201762)
62134927,2024-08-15T12:07:09.000,2024-10-15T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,,10304.0,280 PARKHILL AVENUE,PARKHILL AVENUE,,,,,ADDRESS,STATEN ISLAND,,,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2024-10-15T00:00:00.000,01 STATEN ISLAND,49.0,Precinct 120,5029220001.0,STATEN ISLAND,961157.0,162425.0,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.61246540873713,-74.08317460128792,POINT (-74.083174601288 40.612465408737)
62129302,2024-08-15T12:07:12.000,2024-08-20T15:15:49.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,1-3 Residential Units,Sidewalk,11209.0,521 80 STREET,80 STREET,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,80 STREET,,Closed,,"The Department of Transportation will inspect the complaint location and notify the property owner within 180 days if a defective sidewalk condition exists. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2024-08-20T15:15:53.000,10 BROOKLYN,47.0,Precinct 68,3059810074.0,BROOKLYN,977801.0,167066.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62523173447138,-74.02323195462891,POINT (-74.023231954629 40.625231734471)
62127892,2024-08-15T12:07:43.000,2024-08-15T23:58:30.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,,Street/Sidewalk,10467.0,701 EAST  219 STREET,EAST  219 STREET,WHITE PLAINS ROAD,BARNES AVENUE,WHITE PLAINS ROAD,BARNES AVENUE,ADDRESS,BRONX,EAST  219 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2024-08-15T23:58:38.000,12 BRONX,12.0,Precinct 47,2046670046.0,BRONX,1022307.0,261171.0,PHONE,Unspecified,BRONX,Car,,,,,,,40.88344612321487,-73.86237048619454,POINT (-73.862370486195 40.883446123215)
62135342,2024-08-15T12:07:43.000,2024-09-03T11:01:33.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,ROACHES,RESIDENTIAL BUILDING,11432.0,182-30 WEXFORD TERRACE,WEXFORD TERRACE,,,,,ADDRESS,JAMAICA,,,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2024-09-03T00:00:00.000,08 QUEENS,24.0,Precinct 107,4099500009.0,QUEENS,1045027.0,199717.0,PHONE,Unspecified,QUEENS,,,,,,,,40.71464501427029,-73.7807622768879,POINT (-73.780762276888 40.71464501427)
